City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
455,Vila Franca Do Campo,37.7167,-25.4333,57.2,62,20,16.11,PT,few clouds
456,Belaya Gora,68.5333,146.4167,-19.16,88,100,6.85,RU,overcast clouds
457,Tazovskiy,67.4667,78.7,-37.28,83,5,0.81,RU,clear sky
458,Mbala,-8.8402,31.3659,67.23,85,66,0.63,ZM,light rain
459,Flinders,-34.5833,150.8552,73.99,83,100,3.0,AU,light rain
460,Nanning,22.8167,108.3167,59.0,77,0,4.47,CN,clear sky
461,Mayo,38.8876,-76.5119,48.99,61,1,9.22,US,clear sky
462,Jacareacanga,-6.2222,-57.7528,85.69,72,81,4.18,BR,broken clouds
463,Homer,59.6425,-151.5483,21.2,92,1,6.91,US,clear sky
464,Pokhara,28.2333,83.9833,49.21,65,51,4.68,NP,broken clouds
465,Escarcega,18.6089,-90.7454,77.9,56,2,6.24,MX,clear sky
466,Valdosta,30.8327,-83.2785,62.01,88,90,6.91,US,overcast clouds
467,Okakarara,-20.5833,17.4333,83.77,40,79,8.46,NA,broken clouds
468,Dunedin,-45.8742,170.5036,55.0,81,78,3.0,NZ,broken clouds
469,Monroe,43.1501,-77.6831,37.0,69,75,18.41,US,broken clouds
470,Zhaoyang,42.682,126.0305,18.7,96,82,3.51,CN,broken clouds
471,Canguaretama,-6.38,-35.1289,87.8,15,40,14.97,BR,scattered clouds
472,Kargasok,59.0556,80.8572,8.76,95,97,7.14,RU,overcast clouds
473,Homestead,25.4687,-80.4776,75.99,51,40,10.36,US,scattered clouds
474,Vagur,61.4732,-6.8119,38.41,76,100,14.5,FO,overcast clouds
475,Lucea,18.451,-78.1736,82.4,74,20,16.11,JM,few clouds
476,Tarata,-17.6167,-66.0167,73.4,53,40,4.61,BO,scattered clouds
477,Pierre,44.3683,-100.351,15.8,53,1,18.41,US,clear sky
478,Christchurch,-43.5333,172.6333,54.0,93,40,2.3,NZ,scattered clouds
479,Mazagao,-0.115,-51.2894,91.4,62,75,9.22,BR,broken clouds
480,Nyanza,-2.3519,29.7509,77.0,57,40,5.75,RW,light rain
481,Poum,-20.2333,164.0167,79.27,77,9,5.57,NC,clear sky
482,Batar,46.7,21.8167,46.99,93,75,5.75,RO,broken clouds
483,Severo-Yeniseyskiy,60.3725,93.0408,-0.94,93,100,8.7,RU,overcast clouds
484,Kalmunai,7.4167,81.8167,76.33,86,95,8.34,LK,overcast clouds
485,Palmer,42.1584,-72.3287,39.0,80,90,6.91,US,overcast clouds
486,Lompoc,34.6391,-120.4579,43.0,93,1,4.61,US,clear sky
487,Muros,42.7762,-9.0603,55.0,73,86,1.99,ES,overcast clouds
488,Ritchie,-29.038,24.6028,89.6,35,0,2.3,ZA,clear sky
489,Amapa,1.0,-52.0,82.81,79,72,3.15,BR,broken clouds
490,Kushima,31.4583,131.2333,50.76,66,94,2.66,JP,overcast clouds
491,Turaiyur,11.1667,78.6167,77.0,69,20,9.22,IN,haze
492,Gornopravdinsk,60.05,69.9,12.7,97,100,5.75,RU,overcast clouds
493,Kangaatsiaq,68.3065,-53.4641,8.62,83,0,8.1,GL,clear sky
494,Lyngseidet,69.5763,20.2189,30.2,93,75,9.22,NO,light snow
495,Garowe,8.4054,48.4845,74.64,49,0,17.29,SO,clear sky
496,Binzhou,37.3667,118.0167,53.01,37,0,3.0,CN,clear sky
497,Tomatlan,19.9333,-105.25,79.86,34,9,1.9,MX,clear sky
498,Almaznyy,48.0448,40.045,30.2,80,75,20.13,RU,light snow
499,Ixtapa,20.7,-105.2,68.0,56,1,3.44,MX,clear sky
500,Altay,47.8667,88.1167,16.88,86,93,2.95,CN,overcast clouds
501,Marystown,47.1666,-55.1483,38.35,89,100,10.85,CA,overcast clouds
502,Kalabo,-14.97,22.6814,80.71,69,66,3.85,ZM,light rain
503,Talnakh,69.4865,88.3972,-23.76,84,100,5.44,RU,overcast clouds
504,Lakes Entrance,-37.8811,147.981,68.0,97,100,12.68,AU,moderate rain
505,High Level,58.5169,-117.136,-31.0,75,20,6.91,CA,few clouds
506,Rafai,4.95,23.9167,94.39,17,11,3.36,CF,few clouds
507,Paamiut,61.994,-49.6678,19.92,76,0,7.05,GL,clear sky
508,Kizukuri,40.8061,140.3861,34.0,79,94,1.99,JP,moderate rain
509,Alekseyevsk,57.8406,108.3492,0.57,91,99,4.03,RU,overcast clouds
510,Terrace,54.5163,-128.6035,32.0,100,75,9.22,CA,mist
511,Ojinaga,29.5667,-104.4167,61.0,23,1,5.75,MX,clear sky
512,Resistencia,-27.4606,-58.9839,86.0,47,20,6.91,AR,few clouds
513,Funadhoo,6.15,73.2667,82.08,74,100,11.23,MV,overcast clouds
514,Ayorou,14.7308,0.9174,96.19,9,0,10.51,NE,clear sky
515,Peto,20.1333,-88.9167,78.57,54,4,5.97,MX,clear sky
516,Beaumont,30.0861,-94.1019,50.0,81,90,6.91,US,overcast clouds
517,Griffith,41.5284,-87.4237,16.0,67,75,23.02,US,broken clouds
518,Rotifunk,8.2333,-12.6833,92.37,35,100,8.93,SL,overcast clouds
519,Damietta,31.4165,31.8133,64.4,77,40,13.8,EG,scattered clouds
520,Bauchi,10.5,10.0,90.91,13,24,9.57,NG,few clouds
521,Guayabal,5.031,-74.8868,90.91,45,99,1.72,CO,overcast clouds
522,Narsaq,60.9167,-46.05,19.4,35,1,2.3,GL,clear sky
523,Great Yarmouth,52.6083,1.7305,50.0,76,20,1.14,GB,few clouds
524,Pinheiro Machado,-31.5783,-53.3811,71.01,64,56,17.0,BR,broken clouds
525,Oranjemund,-28.55,16.4333,68.22,75,2,18.81,NA,clear sky
526,Mackay,-21.15,149.2,75.2,88,75,5.75,AU,broken clouds
527,Nalut,30.3333,10.85,73.29,20,76,11.81,LY,broken clouds
528,Juneau,58.3019,-134.4197,17.6,93,40,3.44,US,scattered clouds
529,Poronaysk,49.2167,143.1167,-14.89,83,24,3.27,RU,few clouds
530,Yarega,63.4354,53.5765,2.71,94,100,7.54,RU,overcast clouds
531,San Joaquin,37.9333,-121.3011,39.99,87,20,4.61,US,mist
532,Navadwip,23.4167,88.3667,68.59,37,0,0.85,IN,clear sky
533,Ferrandina,40.5012,16.4547,59.0,82,90,2.3,IT,overcast clouds
534,Lana,46.6124,11.1559,46.4,71,0,2.3,IT,clear sky
535,Bahia Honda,22.9036,-83.1592,72.95,64,11,5.73,CU,few clouds
536,Ahuimanu,21.4447,-157.8378,62.6,82,40,4.61,US,light rain
537,Artigas,-30.4,-56.4667,77.58,48,0,13.78,UY,clear sky
538,Lubumbashi,-11.6609,27.4794,73.67,86,80,0.94,CD,moderate rain
539,Rabo De Peixe,37.8,-25.5833,57.2,62,20,16.11,PT,few clouds
540,Ambunti,-4.2365,142.8448,74.07,97,100,0.63,PG,overcast clouds
541,Stephenville Crossing,48.5,-58.4318,35.6,93,90,13.8,CA,snow
542,Tonantins,-2.8731,-67.8022,80.47,89,100,4.07,BR,moderate rain
543,Darhan,49.4867,105.9228,6.75,87,100,0.54,MN,overcast clouds
544,Abilene,32.4487,-99.7331,48.0,53,1,8.05,US,clear sky
545,Jalu,29.0331,21.5482,66.0,35,0,7.27,LY,clear sky
546,Dmitriyevka,54.75,55.3333,37.4,87,90,17.9,RU,light rain
547,Port Moresby,-9.4431,147.1797,75.2,100,20,6.91,PG,few clouds
548,Skibbereen,51.55,-9.2667,44.6,70,75,13.8,IE,broken clouds
549,Tateyama,34.9833,139.8667,53.6,40,75,19.57,JP,broken clouds
550,Tallahassee,30.4383,-84.2807,69.01,88,90,8.05,US,overcast clouds
551,Barranca,-10.75,-77.7667,74.95,64,55,10.74,PE,broken clouds
552,Sembakung,3.8167,117.25,78.8,94,40,3.44,ID,scattered clouds
553,Dudinka,69.4058,86.1778,-30.5,84,100,6.53,RU,overcast clouds
554,Lorengau,-2.0226,147.2712,80.15,79,93,4.83,PG,overcast clouds
555,Gonbad-E Qabus,37.25,55.1672,69.8,19,0,16.11,IR,clear sky
556,Devils Lake,48.1128,-98.8651,-0.99,78,90,13.8,US,light snow
557,Arequipa,-16.3989,-71.535,69.8,37,40,11.5,PE,scattered clouds
558,Santa Fe,-31.6333,-60.7,86.0,30,0,3.0,AR,clear sky
559,Nampula,-15.1165,39.2666,78.12,82,73,4.85,MZ,broken clouds
560,Tecpan,14.7623,-90.9947,72.0,60,0,11.5,GT,clear sky
561,Sao Jose Da Coroa Grande,-8.8978,-35.1478,84.83,63,22,12.88,BR,few clouds
562,Kaohsiung,22.6163,120.3133,66.99,88,40,4.61,TW,mist
563,Itarema,-2.9248,-39.9167,87.28,52,3,17.13,BR,clear sky
564,Navoi,40.0844,65.3792,51.8,37,100,9.22,UZ,overcast clouds
565,Belmonte,-15.8631,-38.8828,87.8,74,75,17.27,BR,broken clouds
566,Owase,34.0667,136.2,45.01,59,87,4.27,JP,overcast clouds
567,Lac,41.6356,19.7131,55.4,71,0,5.75,AL,clear sky
568,Carballo,43.213,-8.691,51.01,87,98,13.0,ES,overcast clouds
569,Okulovka,58.4008,33.2908,6.17,94,100,7.81,RU,overcast clouds
570,Muisne,0.6,-80.0333,78.8,100,90,10.36,EC,light rain
571,Callaguip,18.0714,120.4867,71.6,88,20,2.3,PH,few clouds
572,Chimbote,-9.0853,-78.5783,75.22,63,86,9.8,PE,overcast clouds
573,Carutapera,-1.195,-46.02,88.23,51,8,9.31,BR,clear sky
574,Sawtell,-30.3833,153.1,69.8,83,86,5.75,AU,overcast clouds
575,Carauari,-4.8828,-66.8958,81.7,90,100,4.27,BR,overcast clouds
576,Noboribetsu,42.4514,141.1731,25.0,86,75,11.5,JP,light snow
577,Aksu,41.1231,80.2644,27.7,82,31,1.72,CN,scattered clouds
578,Bubaque,11.2833,-15.8333,78.78,58,86,13.96,GW,overcast clouds
579,Manakara,-22.1333,48.0167,80.69,81,27,9.95,MG,scattered clouds
580,Sibenik,43.7272,15.9058,57.99,77,40,8.05,HR,scattered clouds
581,Melo,-32.3667,-54.1833,70.48,61,46,13.33,UY,scattered clouds
582,Manitowoc,44.0667,-87.8001,10.4,67,20,19.57,US,few clouds
583,Kyshtovka,56.555,76.6271,16.5,97,95,8.14,RU,light snow
584,Aguimes,27.9054,-15.4461,63.0,77,75,13.8,ES,broken clouds
585,Iskandar,41.5539,69.7008,44.6,49,0,9.22,UZ,clear sky
586,Sola,-13.8833,167.55,80.85,80,100,9.4,VU,overcast clouds
587,Sambava,-14.2667,50.1667,80.06,78,7,5.59,MG,light rain
588,Pumiao,22.75,108.4833,59.0,77,0,4.47,CN,clear sky
589,Jining,35.405,116.5814,47.03,46,0,8.63,CN,clear sky
590,Igra,57.5558,53.0547,37.18,97,100,13.06,RU,moderate rain
591,San Rafael,-34.6177,-68.3301,84.11,20,0,10.4,AR,clear sky
592,Kostomuksha,64.571,30.5767,3.25,93,90,8.59,RU,overcast clouds
593,Manicore,-5.8092,-61.3003,85.23,78,100,1.95,BR,light rain
594,Teya,60.3778,92.6267,1.29,90,100,6.15,RU,overcast clouds
595,Aksarka,66.5606,67.7975,-19.5,87,100,9.86,RU,overcast clouds
596,Cabo San Lucas,22.8909,-109.9124,78.01,40,1,3.44,MX,clear sky
597,Maciel,-32.4557,-60.8874,82.99,40,0,4.0,AR,clear sky
598,Banda Aceh,5.5577,95.3222,77.9,83,5,11.07,ID,clear sky
599,Barkhan,29.8977,69.5256,51.55,37,0,3.27,PK,clear sky
600,Evensk,61.95,159.2333,1.45,88,100,17.67,RU,overcast clouds
601,Zhigansk,66.7697,123.3711,-40.72,75,23,4.54,RU,few clouds
602,Manzhouli,49.6,117.4333,-1.89,84,96,6.62,CN,overcast clouds
603,Umm Lajj,25.0213,37.2685,68.83,65,52,17.02,SA,broken clouds
604,Aketi,2.7388,23.7833,82.11,64,100,6.82,CD,overcast clouds
605,Lahat,-3.8,103.5333,74.16,91,100,2.8,ID,overcast clouds
606,Kitimat,54.0524,-128.6534,35.01,96,100,2.06,CA,overcast clouds
607,Dandong,40.1292,124.3947,27.1,97,30,3.24,CN,scattered clouds
608,Wagga Wagga,-35.1167,147.3667,71.6,100,75,18.41,AU,broken clouds
609,Savannah Bight,16.45,-85.85,78.8,69,1,15.19,HN,clear sky
610,Singaraja,-8.112,115.0882,77.25,87,100,4.92,ID,light rain
611,Zhanaozen,43.3,52.8,45.61,93,16,6.76,KZ,few clouds
612,Fare,-16.7,-151.0167,80.91,68,72,7.76,PF,broken clouds
613,Comodoro Rivadavia,-45.8667,-67.5,66.2,63,40,8.05,AR,scattered clouds
614,Hokitika,-42.7167,170.9667,55.83,82,93,4.14,NZ,overcast clouds
615,Auki,-8.7676,160.7034,77.68,84,82,7.27,SB,moderate rain
616,Necochea,-38.5473,-58.7368,83.44,24,0,6.31,AR,clear sky
617,George Town,5.4112,100.3354,84.0,83,20,2.3,MY,few clouds
618,San Martin,-33.081,-68.4681,82.4,28,0,8.05,AR,clear sky
619,Ballina,-28.8667,153.5667,69.8,94,75,5.75,AU,broken clouds
620,Invermere,50.5167,-116.0354,19.22,90,86,1.68,CA,overcast clouds
621,Leshukonskoye,64.8989,45.7622,-7.53,89,100,9.82,RU,overcast clouds
622,Novoagansk,61.9449,76.6625,1.18,94,99,7.45,RU,overcast clouds
623,Nicoya,10.1483,-85.452,87.8,48,0,9.22,CR,clear sky
624,Goundam,16.4145,-3.6708,98.17,8,21,7.18,ML,few clouds
625,Abong Mbang,3.9833,13.1833,93.72,14,100,3.33,CM,overcast clouds
626,Coahuayana,18.7333,-103.6833,73.4,68,1,2.19,MX,clear sky
627,Trelew,-43.249,-65.3051,93.69,16,0,17.02,AR,clear sky
628,Roma,43.2128,-75.4557,41.0,75,90,10.36,US,overcast clouds
629,Aloleng,16.1307,119.7824,78.17,74,14,9.13,PH,few clouds
630,Nizhnyaya Tavda,57.6731,66.1725,33.4,98,100,7.07,RU,overcast clouds
631,Almora,29.6167,79.6667,39.18,81,78,1.72,IN,broken clouds
632,Tacuati,-23.45,-56.5833,85.19,41,0,5.59,PY,clear sky
633,Sinnamary,5.3833,-52.95,79.47,82,91,13.73,GF,overcast clouds
634,Rocha,-34.4833,-54.3333,67.71,63,95,12.75,UY,overcast clouds
635,Zharkent,44.1628,80.0,32.94,79,95,2.59,KZ,overcast clouds
636,Pozo Colorado,-23.4923,-58.7972,85.68,38,2,7.99,PY,clear sky
637,Dutlwe,-23.9833,23.9,73.38,73,27,11.86,BW,light rain
638,Mackenzie,55.2999,-123.1698,15.8,92,90,5.75,CA,overcast clouds
639,General Roca,-39.0333,-67.5833,93.2,27,0,10.36,AR,clear sky
640,Praia Da Vitoria,38.7333,-27.0667,59.0,63,75,16.93,PT,broken clouds
641,Beringovskiy,63.05,179.3167,-5.96,90,100,11.79,RU,overcast clouds
642,East Foothills,37.3811,-121.8175,46.99,75,1,3.44,US,clear sky
643,Muroto,33.2833,134.15,53.44,58,95,9.82,JP,overcast clouds
644,Firovo,57.4814,33.7021,6.39,94,100,9.1,RU,overcast clouds
645,Karaton,-6.3424,106.1045,84.0,94,75,5.75,ID,broken clouds
646,Vila,42.0304,-8.1588,46.99,90,100,7.52,PT,light rain
647,Maroua,10.591,14.3159,87.8,16,1,12.26,CM,dust
648,Itaquyry,-24.9333,-55.2167,80.6,50,75,16.11,PY,broken clouds
649,Korla,41.7597,86.1469,29.41,82,65,4.83,CN,broken clouds
650,Lasa,46.6166,10.7002,46.0,70,0,4.61,IT,clear sky
651,Anshun,26.25,105.9333,46.58,79,84,3.15,CN,broken clouds
652,Maarianhamina,60.0973,19.9348,5.0,92,40,1.14,AX,scattered clouds
653,Tshikapa,-6.4167,20.8,81.91,80,40,4.43,CD,moderate rain
654,Upata,8.0086,-62.3989,84.0,69,81,4.0,VE,broken clouds
655,Haukipudas,65.1765,25.3523,14.0,85,0,10.36,FI,clear sky
656,Inuvik,68.3499,-133.7218,-31.0,68,100,5.75,CA,overcast clouds
657,Imeni Poliny Osipenko,52.4201,136.4853,-17.36,88,100,2.91,RU,overcast clouds
658,Grajau,-5.8194,-46.1386,87.33,65,82,4.85,BR,broken clouds
659,Manhattan,40.7834,-73.9662,42.01,75,75,11.5,US,broken clouds
660,La Macarena,2.1837,-73.7849,82.62,81,92,1.74,CO,overcast clouds
661,Tupik,54.4253,119.9327,-18.63,85,87,2.24,RU,overcast clouds
662,Birjand,32.8663,59.2211,53.6,12,0,11.5,IR,clear sky
663,Saint-Joseph,-21.3667,55.6167,82.4,69,40,10.36,RE,scattered clouds
664,Deputatskiy,69.3,139.9,-33.61,86,99,0.43,RU,overcast clouds
665,Gwadar,25.1216,62.3254,69.06,46,0,8.01,PK,clear sky
666,Dalby,-27.1833,151.2667,69.01,74,7,1.01,AU,clear sky
667,Dolores,-36.3132,-57.6792,80.11,28,0,6.67,AR,clear sky
668,Bull Savanna,17.8868,-77.5902,79.32,73,44,13.91,JM,scattered clouds
669,La Gomera,14.0833,-91.05,84.2,61,1,4.61,GT,smoke
670,Balsas,-7.5325,-46.0356,91.53,49,74,5.64,BR,broken clouds
671,North Bend,43.4065,-124.2243,42.01,93,90,9.22,US,mist
672,Basco,20.4487,121.9702,71.8,79,11,16.64,PH,few clouds
673,Viedma,-40.8135,-62.9967,98.01,20,0,3.0,AR,clear sky
674,Cartagena,10.3997,-75.5144,86.0,74,20,6.91,CO,few clouds
675,Balikpapan,-1.2675,116.8289,76.68,89,100,1.23,ID,overcast clouds
676,Pietermaritzburg,-29.6168,30.3928,80.01,88,79,4.9,ZA,broken clouds
677,Bridgetown,13.1,-59.6167,82.4,57,75,20.71,BB,broken clouds
678,Solnechnyy,50.7214,136.6319,-16.38,85,92,1.36,RU,overcast clouds
679,Mogocha,53.7333,119.7667,-12.96,87,96,3.18,RU,overcast clouds
680,Peniche,39.3558,-9.3811,55.99,80,100,15.01,PT,overcast clouds
681,Chillicothe,39.3331,-82.9824,30.2,55,40,14.97,US,scattered clouds
682,Bara,10.3744,10.7288,94.84,11,27,13.78,NG,scattered clouds
683,Belyy Yar,53.6039,91.3903,5.0,85,92,2.33,RU,smoke
